Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,Edelweiss Business Cycle Fund - Direct Plan - Growth,,,7.7614,,,2025-03-17,
,Edelweiss Business Cycle Fund - Direct Plan - IDCW Option,,,7.7614,,,2025-03-17,
,Edelweiss Business Cycle Fund - Regular Plan - Growth,,,7.6789,,,2025-03-17,
,DSP India T.I.G.E.R. Fund - Direct Plan - IDCW,,,46.207,,,2025-03-17,
,Edelweiss Business Cycle Fund - Regular Plan - IDCW Option,,,7.6789,,,2025-03-17,
,Edelweiss Consumption Fund - Direct - IDCW - Payout,,,9.8757,,,2025-03-17,
,Edelweiss Consumption Fund - Regular - Growth,,,9.8636,,,2025-03-17,
,Edelweiss Consumption Fund - Regular - IDCW - Payout,,,9.8636,,,2025-03-17,
,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,,,24.0018,,,2025-03-17,
,Edelweiss Recently Listed IPO Fund Direct Plan Growth,,,24.0018,,,2025-03-17,
,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,,,22.515,,,2025-03-17,
,Edelweiss Recently Listed IPO Fund Regular Plan Growth,,,22.5162,,,2025-03-17,
,Franklin Build India Fund - Direct - Growth,,,139.3567,,,2025-03-17,
,Franklin Build India Fund - Direct - IDCW ,,,45.7582,,,2025-03-17,
,Edelweiss Consumption Fund - Direct - Growth,,,9.8757,,,2025-03-17,
,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,,,289.556,,,2025-03-17,
,DSP Business Cycle Fund - Regular - IDCW,,,8.852,,,2025-03-17,
,DSP Business Cycle Fund - Regular - Growth,,,8.852,,,2025-03-17,
,Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option,,,8.5262,,,2025-03-17,
,Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option,,,8.4286,,,2025-03-17,
,Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option,,,8.4286,,,2025-03-17,
,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,,,110.22,,,2025-03-17,
,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,79.15,,,2025-03-17,
,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION,,,96.28,,,2025-03-17,
,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),,,43.52,,,2025-03-17,
,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,,,153.07,,,2025-03-17,
,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,77.0,,,2025-03-17,
,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,,,136.74,,,2025-03-17,
,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),,,55.29,,,2025-03-17,
,Canara Robeco Manufacturing Fund - Direct Plan - Growth Option,,,10.6,,,2025-03-17,
,Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option,,,10.61,,,2025-03-17,
,Canara Robeco Manufacturing Fund - Regular Plan - Growth Option,,,10.44,,,2025-03-17,
,Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option,,,10.43,,,2025-03-17,
,DSP Banking & Financial Services Fund - Direct - Growth,,,11.782,,,2025-03-17,
,DSP Banking & Financial Services Fund - Direct - IDCW,,,10.882,,,2025-03-17,
,DSP Banking & Financial Services Fund - Regular - Growth,,,11.557,,,2025-03-17,
,DSP Banking & Financial Services Fund - Regular - IDCW,,,11.557,,,2025-03-17,
,DSP Business Cycle Fund - Direct - Growth,,,8.888,,,2025-03-17,
,DSP Business Cycle Fund - Direct - IDCW,,,8.888,,,2025-03-17,
,Franklin Build India Fund - IDCW ,,,38.0268,,,2025-03-17,
,Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option,,,8.5262,,,2025-03-17,
,Franklin Build India Fund Growth Plan,,,121.6144,,,2025-03-17,
,Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW ,,,37.5675,,,2025-03-17,
,HDFC Infrastructure Fund - IDCW Plan,,,17.408,,,2025-03-17,
,HDFC Manufacturing fund - Growth Option - Direct Plan,,,9.398,,,2025-03-17,
,HDFC Manufacturing fund - Growth Option - Regular Plan,,,9.3,,,2025-03-17,
,HDFC Manufacturing fund - IDCW - Direct Plan,,,9.398,,,2025-03-17,
,HDFC Manufacturing fund - IDCW - Regular Plan,,,9.3,,,2025-03-17,
,HDFC MNC Fund - Growth Option,,,11.646,,,2025-03-17,
,HDFC MNC Fund - Growth Option - Direct Plan,,,11.931,,,2025-03-17,
,HDFC MNC Fund - IDCW Option,,,11.646,,,2025-03-17,
,HDFC MNC Fund - IDCW Option - Direct Plan,,,11.931,,,2025-03-17,
,HDFC Infrastructure Fund - IDCW Option - Direct Plan,,,27.366,,,2025-03-17,
,HDFC Non-Cyclical Consumer Fund - Growth Option,,,12.528,,,2025-03-17,
,HDFC Non-Cyclical Consumer Fund - IDCW Option,,,12.528,,,2025-03-17,
,HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan,,,12.79,,,2025-03-17,
,HDFC Pharma and Healthcare Fund - Growth Option,,,15.303,,,2025-03-17,
,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,,,15.577,,,2025-03-17,
,HDFC Pharma and Healthcare Fund - IDCW Option,,,15.303,,,2025-03-17,
,HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan,,,15.577,,,2025-03-17,
,HDFC Technology Fund - Growth Option,,,12.309,,,2025-03-17,
,HDFC Technology Fund - Growth Option - Direct Plan,,,12.541,,,2025-03-17,
,HDFC Technology Fund - IDCW Option,,,12.309,,,2025-03-17,
,HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan,,,12.79,,,2025-03-17,
,HDFC Infrastructure Fund - Growth Plan,,,40.591,,,2025-03-17,
,HDFC Infrastructure Fund - Growth Option - Direct Plan,,,44.718,,,2025-03-17,
,HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,,,15.29,,,2025-03-17,
,Franklin India Opportunities Fund - Growth,,,215.8606,,,2025-03-17,
,Franklin INDIA OPPORTUNITIES FUND - IDCW ,,,33.5579,,,2025-03-17,
,Groww Banking & Financial Services Fund - Direct Plan - Growth,,,10.0479,,,2025-03-17,
,Groww Banking & Financial Services Fund - Regular - Growth,,,9.834,,,2025-03-17,
,Groww Banking & Financial Services Fund - Regular Plan - IDCW,,,9.834,,,2025-03-17,
,Groww Banking & Financial Services Fund-IDCW,,,10.0472,,,2025-03-17,
,HDFC Banking & Financial Services Fund - Growth Option,,,14.453,,,2025-03-17,
,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,,,15.283,,,2025-03-17,
,HDFC Banking & Financial Services Fund - IDCW Option,,,12.687,,,2025-03-17,
,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,,,13.508,,,2025-03-17,
,HDFC Business Cycle Fund - Growth Option,,,12.795,,,2025-03-17,
,HDFC Business Cycle Fund - Growth Option - Direct Plan,,,13.182,,,2025-03-17,
,HDFC Business Cycle Fund - IDCW Option,,,12.795,,,2025-03-17,
,HDFC Business Cycle Fund - IDCW Option - Direct Plan,,,13.182,,,2025-03-17,
,HDFC Defence Fund - Growth Option,,,17.396,,,2025-03-17,
,HDFC Defence Fund - Growth Option - Direct Plan,,,17.772,,,2025-03-17,
,HDFC Defence Fund - IDCW Option,,,17.396,,,2025-03-17,
,HDFC Defence Fund - IDCW Option - Direct Plan,,,17.772,,,2025-03-17,
,HDFC Housing Opportunities Fund  - Growth Option,,,19.358,,,2025-03-17,
,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,,,20.852,,,2025-03-17,
,HDFC Housing Opportunities Fund  - IDCW Option,,,13.878,,,2025-03-17,
,Franklin India Opportunities Fund - Direct - Growth,,,237.1266,,,2025-03-17,
,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,,,28.26,,,2025-03-17,
,Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option,,,10.4586,,,2025-03-17,
,Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option,,,10.647,,,2025-03-17,
,Axis India Manufacturing Fund - Regular Plan - Growth,,,12.04,,,2025-03-17,
,Axis India Manufacturing Fund - Regular Plan - IDCW,,,12.04,,,2025-03-17,
,Axis Momentum Fund - Direct Plan - Growth Option,,,7.91,,,2025-03-17,
,Axis Momentum Fund - Direct Plan - IDCW Option,,,7.91,,,2025-03-17,
,Axis Momentum Fund - Regular Plan - Growth Option,,,7.88,,,2025-03-17,
,Axis Momentum Fund - Regular Plan - IDCW Option,,,7.88,,,2025-03-17,
,Axis Quant Fund - Direct Plan - Growth,,,14.83,,,2025-03-17,
,Axis Quant Fund - Direct Plan - IDCW,,,14.83,,,2025-03-17,
,Axis Quant Fund - Regular Plan - Growth,,,13.98,,,2025-03-17,
,Axis India Manufacturing Fund - Direct Plan - IDCW,,,12.25,,,2025-03-17,
,Axis Quant Fund - Regular Plan - IDCW,,,13.98,,,2025-03-17,
,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW,,,8.556,,,2025-03-17,
,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH,,,8.513,,,2025-03-17,
,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW,,,8.513,,,2025-03-17,
,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,,,8.821,,,2025-03-17,
,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW,,,8.821,,,2025-03-17,
,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH,,,8.787,,,2025-03-17,
,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW,,,8.787,,,2025-03-17,
,Bandhan Business Cycle Fund - Direct Plan - Growth,,,8.733,,,2025-03-17,
,Bandhan Business Cycle Fund - Direct Plan - IDCW,,,8.733,,,2025-03-17,
,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,,,8.556,,,2025-03-17,
,Axis India Manufacturing Fund - Direct Plan - Growth,,,12.26,,,2025-03-17,
,Axis Consumption Fund Regular Plan - IDCW,,,8.43,,,2025-03-17,
,Axis Consumption Fund Regular Plan - Growth,,,8.43,,,2025-03-17,
,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,,,31.13,,,2025-03-17,
,Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW,,,21.85,,,2025-03-17,
,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,,,28.62,,,2025-03-17,
,Aditya Birla Sun Life Quant Fund - Direct Growth,,,8.53,,,2025-03-17,
,Aditya Birla Sun Life Quant Fund - Direct IDCW Payout,,,8.52,,,2025-03-17,
,Aditya Birla Sun Life Quant Fund - Regular Growth,,,8.43,,,2025-03-17,
,Aditya Birla Sun Life Quant Fund - Regular IDCW Payout,,,8.43,,,2025-03-17,
,Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW,,,18.84,,,2025-03-17,
,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,,,22.76,,,2025-03-17,
,Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW,,,17.65,,,2025-03-17,
,Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth,,,21.34,,,2025-03-17,
,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,,,12.0,,,2025-03-17,
,Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW,,,12.0,,,2025-03-17,
,Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth,,,11.76,,,2025-03-17,
,Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW,,,11.76,,,2025-03-17,
,Axis Business Cycles Fund - Direct Plan - Growth,,,14.71,,,2025-03-17,
,Axis Business Cycles Fund - Direct Plan - IDCW,,,14.7,,,2025-03-17,
,Axis Business Cycles Fund - Regular Plan - Growth,,,14.3,,,2025-03-17,
,Axis Business Cycles Fund - Regular Plan - IDCW,,,14.29,,,2025-03-17,
,Axis Consumption Fund Direct Plan - Growth,,,8.5,,,2025-03-17,
,Axis Consumption Fund Direct Plan - IDCW,,,8.5,,,2025-03-17,
,Bandhan Business Cycle Fund - Regular Plan - Growth,,,8.669,,,2025-03-17,
,Baroda BNP Paribas Innovation Fund Regular plan - Growth Option,,,10.4586,,,2025-03-17,
,Bandhan Business Cycle Fund - Regular Plan - IDCW,,,8.669,,,2025-03-17,
,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW,,,13.104,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Growth,,,47.12,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW,,,30.59,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW,,,30.03,,,2025-03-17,
,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,,,46.6582,,,2025-03-17,
,Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option,,,23.4587,,,2025-03-17,
,Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option,,,41.9192,,,2025-03-17,
,Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option,,,20.6287,,,2025-03-17,
,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,,,14.5788,,,2025-03-17,
,Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option,,,14.5788,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW,,,51.75,,,2025-03-17,
,Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth,,,13.8545,,,2025-03-17,
,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option,,,10.1383,,,2025-03-17,
,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option,,,10.1383,,,2025-03-17,
,Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option,,,10.1223,,,2025-03-17,
,Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - ICDW Option,,,10.1223,,,2025-03-17,
,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option,,,31.2826,,,2025-03-17,
,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option,,,23.8637,,,2025-03-17,
,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option,,,28.3811,,,2025-03-17,
,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option,,,20.9816,,,2025-03-17,
,Baroda BNP Paribas Innovation Fund Direct plan - Growth Option,,,10.647,,,2025-03-17,
,Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option,,,13.8545,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,,,53.92,,,2025-03-17,
,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,,,54.85,,,2025-03-17,
,Bank of India Consumption Fund - Regular - IDCW,,,9.05,,,2025-03-17,
,BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,,,12.759,,,2025-03-17,
,BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW,,,12.761,,,2025-03-17,
,BANDHAN Infrastructure Fund - Regular Plan - Growth,,,42.702,,,2025-03-17,
,BANDHAN Infrastructure Fund - Regular Plan - IDCW,,,36.451,,,2025-03-17,
,BANDHAN Infrastructure Fund-Direct Plan-Growth,,,49.691,,,2025-03-17,
,BANDHAN Infrastructure Fund-Direct Plan-IDCW,,,44.269,,,2025-03-17,
,Bandhan Innovation Fund - Direct Plan - Growth,,,10.931,,,2025-03-17,
,Bandhan Innovation Fund - Direct Plan - IDCW,,,10.931,,,2025-03-17,
,Bandhan Innovation Fund - Regular Plan - Growth,,,10.778,,,2025-03-17,
,Bandhan Innovation Fund - Regular Plan - IDCW,,,10.778,,,2025-03-17,
,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN,,,15.276,,,2025-03-17,
,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN,,,14.7,,,2025-03-17,
,BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN,,,15.261,,,2025-03-17,
,BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN,,,14.701,,,2025-03-17,
,Bank of India Business Cycle Fund - Direct Plan - Dividend,,,7.96,,,2025-03-17,
,Bank of India Business Cycle Fund - Direct Plan - Growth,,,7.96,,,2025-03-17,
,Bank of India Business Cycle Fund - Regular Plan - Dividend,,,7.91,,,2025-03-17,
,Bank of India Business Cycle Fund - Regular Plan - Growth,,,7.91,,,2025-03-17,
,Bank of India Consumption Fund - Direct - Growth,,,9.08,,,2025-03-17,
,Bank of India Consumption Fund - Direct - IDCW,,,9.08,,,2025-03-17,
,Bank of India Consumption Fund - Regular - Growth,,,9.05,,,2025-03-17,
,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,,,13.11,,,2025-03-17,
,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,,,44.5414,,,2025-03-17,
,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,,,101.6395,,,2025-03-17,
,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,,,47.5141,,,2025-03-17,
,Navi Large & Midcap Fund - Direct Normal IDCW Payout,,,36.3658,,,2025-03-17,
,Navi Large & Midcap Fund - Regular Annual IDCW payout,,,31.8614,,,2025-03-17,
,NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout,,,30.9863,,,2025-03-17,
,Navi Large & Midcap Fund - Regular Normal IDCW Payout,,,30.9749,,,2025-03-17,
,Navi Large & Midcap Fund- Direct Plan- Growth Option,,,36.8101,,,2025-03-17,
,Navi Large & Midcap Fund- Regular Plan- Growth Option,,,30.9784,,,2025-03-17,
,NIPPON INDIA VISION FUND - DIRECT Plan - IDCW Option,,,64.6371,,,2025-03-17,
,Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option,,,231.8704,,,2025-03-17,
,Nippon India Vision Fund - Direct Plan Growth Plan - Growth Option,,,1367.6277,,,2025-03-17,
,Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout,,,36.2757,,,2025-03-17,
,NIPPON INDIA VISION FUND - IDCW Option,,,57.2894,,,2025-03-17,
,Nippon India Vision Fund-GROWTH PLAN-Growth Option,,,1274.7099,,,2025-03-17,
,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,,,11.04,,,2025-03-17,
,PGIM India Large and Midcap Fund - Direct Plan - IDCW option,,,11.04,,,2025-03-17,
,PGIM India Large and Midcap Fund - Regular Plan - Growth Option,,,10.83,,,2025-03-17,
,PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,,,10.83,,,2025-03-17,
,quant Large & Mid Cap Fund - Bonus Option - Regular Plan,,,102.9312,,,2025-03-17,
,quant Large & Mid Cap Fund - Bonus Option-Direct Plan,,,102.9312,,,2025-03-17,
,quant Large & Mid Cap Fund - Growth Option,,,102.7028,,,2025-03-17,
,quant Large & Mid Cap Fund - Growth Option-Direct Plan,,,111.9517,,,2025-03-17,
,Nippon India Vision Fund-GROWTH PLAN-Bonus Option,,,214.6959,,,2025-03-17,
,Navi Large & Midcap Fund - Direct Annual IDCW Payout,,,36.2438,,,2025-03-17,
,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,,,22.2171,,,2025-03-17,
,Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment,,,23.9098,,,2025-03-17,
,ITI Large & Midcap Fund - Direct Plan - IDCW Option,,,8.4739,,,2025-03-17,
,ITI Large & Midcap Fund - Regular Plan - Growth,,,8.3959,,,2025-03-17,
,ITI Large & Midcap Fund - Regular Plan - IDCW Option,,,8.3959,,,2025-03-17,
,Kotak Equity Opportunities Fund - Direct- Growth,,,337.608,,,2025-03-17,
,Kotak Equity Opportunities Fund - Growth-Regular,,,295.127,,,2025-03-17,
,Kotak Equity Opportunities Fund - IDCW-Direct,,,59.574,,,2025-03-17,
,Kotak Equity Opportunities Fund - IDCW-Regular,,,51.489,,,2025-03-17,
,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,,,39.2507,,,2025-03-17,
,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,,,31.1432,,,2025-03-17,
,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,,,34.264,,,2025-03-17,
,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,,,27.7419,,,2025-03-17,
,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,,,19.7295,,,2025-03-17,
,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,,,25.3929,,,2025-03-17,
,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,,,23.1595,,,2025-03-17,
,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,,,17.6602,,,2025-03-17,
,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,,,144.497,,,2025-03-17,
,Mirae Asset Large & Midcap Fund - Direct Plan - IDCW,,,79.075,,,2025-03-17,
,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,,,128.794,,,2025-03-17,
,Mirae Asset Large & Midcap Fund - Regular Plan - IDCW,,,46.203,,,2025-03-17,
,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,,,29.5571,,,2025-03-17,
,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,,,27.2015,,,2025-03-17,
,quant Large & Mid Cap Fund - IDCW Option - Direct Plan,,,52.1405,,,2025-03-17,
,ITI Large & Midcap Fund - Direct Plan - Growth,,,8.4739,,,2025-03-17,
,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,,,62.6899,,,2025-03-17,
,Sundaram Large and Midcap Fund Direct Plan - Growth,,,83.4118,,,2025-03-17,
,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW,,,8.974,,,2025-03-17,
,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH,,,8.896,,,2025-03-17,
,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW,,,8.896,,,2025-03-17,
,BANDHAN Large Cap Fund - Regular Plan - Growth,,,67.765,,,2025-03-17,
,BANDHAN Large Cap Fund - Regular Plan - IDCW,,,21.401,,,2025-03-17,
,BANDHAN Large Cap Fund-Direct Plan-Growth,,,77.529,,,2025-03-17,
,BANDHAN Large Cap Fund-Direct Plan-IDCW,,,27.959,,,2025-03-17,
,BANK OF INDIA Bluechip Fund Direct Plan Growth,,,14.62,,,2025-03-17,
,BANK OF INDIA Bluechip Fund Direct Plan IDCW,,,14.6,,,2025-03-17,
,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,,,8.974,,,2025-03-17,
,BANK OF INDIA Bluechip Fund Regular Plan Growth,,,13.97,,,2025-03-17,
,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,,,228.0378,,,2025-03-17,
,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,,,27.7595,,,2025-03-17,
,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,,,23.1955,,,2025-03-17,
,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,,,198.4865,,,2025-03-17,
,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION,,,64.97,,,2025-03-17,
,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,49.82,,,2025-03-17,
,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - GROWTH OPTION,,,56.46,,,2025-03-17,
,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),,,27.43,,,2025-03-17,
,DSP Top 100 Equity Fund - Direct Plan - Growth,,,468.196,,,2025-03-17,
,BANK OF INDIA Bluechip Fund Regular Plan IDCW,,,13.97,,,2025-03-17,
,Axis Bluechip Fund - Regular Plan - IDCW,,,17.32,,,2025-03-17,
,Axis Bluechip Fund - Regular Plan - Growth,,,54.84,,,2025-03-17,
,Axis Bluechip Fund - Direct Plan - IDCW,,,24.57,,,2025-03-17,
,Sundaram Large and Midcap Fund Regular Plan - Growth,,,74.4204,,,2025-03-17,
,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),,,26.9274,,,2025-03-17,
,Tata Large & MId Cap Fund -Direct Plan- Growth Option,,,532.3149,,,2025-03-17,
,Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option,,,104.2978,,,2025-03-17,
,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,,,75.5527,,,2025-03-17,
,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,,,468.713,,,2025-03-17,
,Union Large & Midcap Fund - Direct Plan - Growth Option,,,23.62,,,2025-03-17,
,Union Large & Midcap Fund - Direct Plan - IDCW Option,,,23.62,,,2025-03-17,
,Union Large & Midcap Fund - Regular Plan - Growth Option,,,22.16,,,2025-03-17,
,Union Large & Midcap Fund - Regular Plan - IDCW Option,,,22.16,,,2025-03-17,
,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,,,167.2454,,,2025-03-17,
,UTI Large & Mid Cap Fund - Direct Plan - IDCW,,,82.1858,,,2025-03-17,
,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,,,156.6054,,,2025-03-17,
